player_name,position,signing_team,previous_team,contract_value,aav,contract_years,signing_year,signing_date,contract_type
Mattias Janmark,"LW, RW, C",Vegas Golden Knights,Chicago Blackhawks,2000000,2000000,1,2021,2021-07-28,UFA
Matvey Petrov,LW,Edmonton Oilers,NA,2610000,853333,3,2021,2021-11-11,RFA
Mavrik Bourque,C,Dallas Stars,NA,2775000,925000,3,2021,2021-03-01,RFA
Max Jones,"LW, RW",Anaheim Ducks,Anaheim Ducks,3885000,1295000,3,2021,2021-08-09,other
Max Lajoie,"LD, RD",Carolina Hurricanes,Carolina Hurricanes,750000,750000,1,2021,2021-08-12,other
Max McCormick,LW,Seattle Kraken,Carolina Hurricanes,750000,750000,1,2021,2021-09-29,UFA
Max Willman,"LW, C",Philadelphia Flyers,NA,1500000,750000,2,2021,2021-03-24,UFA
Maxence Guenette,RD,Ottawa Senators,NA,2440000,813333,3,2021,2021-04-03,RFA
Michael Amadio,"RW, C",Toronto Maple Leafs,Los Angeles Kings,750000,750000,1,2021,2021-07-28,other
Michael Bunting,LW,Toronto Maple Leafs,Arizona Coyotes,1900000,950000,2,2021,2021-07-28,UFA
Michael Carcone,"LW, RW",Arizona Coyotes,NA,1500000,750000,2,2021,2021-07-29,UFA
Michael Eyssimont,"RW, LW, C",Winnipeg Jets,NA,1500000,750000,2,2021,2021-07-28,other
Michael Kesselring,"RD, LD",Edmonton Oilers,NA,2775000,925000,3,2021,2021-03-22,other
Michael McCarron,"C, RW",Nashville Predators,Nashville Predators,1500000,750000,2,2021,2021-07-28,UFA
Michael Pezzetta,LW,Montreal Canadiens,NA,750000,750000,1,2021,2021-08-05,other
Michael Rasmussen,"LW, RW, C",Detroit Red Wings,Detroit Red Wings,4380000,1460000,3,2021,2021-07-22,other
Michael Sgarbossa,"C, RW",Washington Capitals,Washington Capitals,1500000,750000,2,2021,2021-06-17,UFA
Mika Zibanejad,C,New York Rangers,New York Rangers,68000000,8500000,8,2021,2021-10-10,UFA
Mikael Granlund,C,Nashville Predators,Nashville Predators,20000000,5000000,4,2021,2021-07-28,UFA
Mike Hardman,LW,Chicago Blackhawks,Chicago Blackhawks,1850000,925000,2,2021,2021-03-30,other
Mike Hardman,LW,Chicago Blackhawks,Chicago Blackhawks,1600000,800000,2,2021,2021-08-10,other
Mike Reilly,"LD, RD",Boston Bruins,Ottawa Senators,9000000,3000000,3,2021,2021-07-27,UFA
Miro Heiskanen,"LD, RD",Dallas Stars,Dallas Stars,67600000,8450000,8,2021,2021-07-17,UFA
Morgan Geekie,"C, RW, LW",Carolina Hurricanes,Carolina Hurricanes,750000,750000,1,2021,2021-07-16,other
Morgan Rielly,LD,Toronto Maple Leafs,Toronto Maple Leafs,60000000,7500000,8,2021,2021-10-29,UFA
Nate Clurman,RD,Colorado Avalanche,NA,1850000,925000,2,2021,2021-04-05,other
Nathan Bastian,"RW, LW",New Jersey Devils,New Jersey Devils,1650000,825000,2,2021,2021-06-15,other
Nathan Todd,C,St. Louis Blues,NA,750000,750000,1,2021,2021-07-29,other
Nathan Walker,LW,St. Louis Blues,St. Louis Blues,1500000,750000,2,2021,2021-07-24,UFA
Neal Pionk,RD,Winnipeg Jets,Winnipeg Jets,23500000,5875000,4,2021,2021-08-11,UFA
Nic Dowd,C,Washington Capitals,Washington Capitals,3900000,1300000,3,2021,2021-11-14,UFA
Nick Bjugstad,C,Minnesota Wild,Minnesota Wild,900000,900000,1,2021,2021-07-05,UFA
Nick DeSimone,RD,Calgary Flames,NA,750000,750000,1,2021,2021-07-28,UFA
Nick Foligno,"LW, C",Boston Bruins,Columbus Blue Jackets,7600000,3800000,2,2021,2021-07-28,UFA
Nick Seeler,"LD, RD",Philadelphia Flyers,Minnesota Wild,750000,750000,1,2021,2021-07-28,UFA
Nick Suzuki,"C, RW",Montreal Canadiens,Montréal Canadiens,63000000,7875000,8,2021,2021-10-12,UFA
Nico Daws,G,New Jersey Devils,NA,2775000,925000,3,2021,2021-05-05,RFA
Nikita Zadorov,"LD, RD",Calgary Flames,Chicago Blackhawks,3750000,3750000,1,2021,2021-08-20,UFA
Nils Lundkvist,RD,New York Rangers,NA,5325000,1775000,3,2021,2021-06-03,other
Noah Gregor,"RW, LW, C",San Jose Sharks,San Jose Sharks,750000,750000,1,2021,2021-09-13,RFA
Noah Juulsen,RD,Florida Panthers,Florida Panthers,750000,750000,1,2021,2021-07-26,other
Nolan Allan,LD,Chicago Blackhawks,NA,2825000,925000,3,2021,2021-09-16,RFA
Ole Julian Bjorgvik-Holm,LD,Columbus Blue Jackets,NA,2777500,917500,3,2021,2021-08-16,RFA
Olen Zellweger,"RD, LD",Anaheim Ducks,NA,2800000,925000,3,2021,2021-08-13,RFA
Oliver Bjorkstrand,RW,Columbus Blue Jackets,Columbus Blue Jackets,27000000,5400000,5,2021,2021-01-06,UFA
Oliver Kylington,LD,Calgary Flames,Calgary Flames,750000,750000,1,2021,2021-08-09,other
Olle Lycksell,RW,Philadelphia Flyers,NA,1750000,875000,2,2021,2021-05-04,other
Oskar Back,C,Dallas Stars,NA,2775000,925000,3,2021,2021-04-21,other
Oskar Olausson,RW,Colorado Avalanche,NA,2775000,925000,3,2021,2021-08-06,RFA
Parker Kelly,"LW, C, RW",Ottawa Senators,Ottawa Senators,1525000,762500,2,2021,2021-10-12,other
Patrick Brown,"RW, LW, C",Vegas Golden Knights,Vegas Golden Knights,1500000,750000,2,2021,2021-07-28,UFA
Patrik Laine,"LW, RW",Columbus Blue Jackets,Winnipeg Jets,7500000,7500000,1,2021,2021-07-28,other
Pavel Buchnevich,"LW, C",St. Louis Blues,New York Rangers,23200000,5800000,4,2021,2021-07-27,UFA
Pavel Dorofeyev,LW,Vegas Golden Knights,NA,2775000,925000,3,2021,2021-01-25,RFA
Petr Mrazek,G,Toronto Maple Leafs,Carolina Hurricanes,11400000,3800000,3,2021,2021-07-28,UFA
Philipp Grubauer,G,Seattle Kraken,Colorado Avalanche,35400000,5900000,6,2021,2021-07-28,UFA
Phillip Danault,C,Los Angeles Kings,Montréal Canadiens,33000000,5500000,6,2021,2021-07-28,UFA
Phillip Di Giuseppe,LW,Vancouver Canucks,New York Rangers,750000,750000,1,2021,2021-07-28,UFA
Pius Suter,"LW, C, RW",Detroit Red Wings,Chicago Blackhawks,6500000,3250000,2,2021,2021-07-28,UFA
Pontus Holmberg,"C, RW",Toronto Maple Leafs,NA,1655000,827500,2,2021,2021-06-04,other
Pyotr Kochetkov,G,Carolina Hurricanes,NA,1850000,925000,2,2021,2021-04-30,other
Quinn Hughes,LD,Vancouver Canucks,Vancouver Canucks,47100000,7850000,6,2021,2021-10-01,UFA
Rafael Harvey-Pinard,"C, RW, LW",Montreal Canadiens,NA,1650000,825000,2,2021,2021-05-12,other
Rasmus Asplund,C,Buffalo Sabres,Buffalo Sabres,1650000,825000,2,2021,2021-07-30,other
Rasmus Dahlin,"LD, RD",Buffalo Sabres,Buffalo Sabres,18000000,6000000,3,2021,2021-09-22,other
Rhett Gardner,C,Dallas Stars,Dallas Stars,1500000,750000,2,2021,2021-06-24,UFA
Riley Nash,C,Winnipeg Jets,Columbus Blue Jackets,750000,750000,1,2021,2021-07-31,UFA
Riley Stillman,LD,Chicago Blackhawks,Florida Panthers,4050000,1350000,3,2021,2021-04-25,other
Robby Fabbri,"LW, RW, C",Detroit Red Wings,Detroit Red Wings,12000000,4000000,3,2021,2021-12-14,UFA
Robert Thomas,C,St. Louis Blues,St. Louis Blues,5600000,2800000,2,2021,2021-09-21,other
Roby Jarventie,"C, LW",Ottawa Senators,NA,2775000,925000,3,2021,2021-04-27,RFA
Roman Schmidt,RD,Tampa Bay Lightning,NA,2825000,925000,3,2021,2021-12-10,RFA
Ronan Seeley,LD,Carolina Hurricanes,NA,2577500,850833,3,2021,2021-09-24,RFA
Ross Colton,C,Tampa Bay Lightning,Tampa Bay Lightning,2250000,1125000,2,2021,2021-08-09,other
Ross Johnston,"LW, RW",New York Islanders,New York Islanders,4400000,1100000,4,2021,2021-10-26,UFA
Ryan Donato,"RW, LW, C",Seattle Kraken,San Jose Sharks,750000,750000,1,2021,2021-09-12,other
Ryan Hartman,"C, RW",Minnesota Wild,Minnesota Wild,5100000,1700000,3,2021,2021-04-22,UFA
Ryan Lindgren,"LD, RD",New York Rangers,New York Rangers,9000000,3000000,3,2021,2021-05-10,other
Ryan Lomberg,"LW, RW",Florida Panthers,Florida Panthers,1600000,800000,2,2021,2021-11-25,UFA
Ryan Nugent-Hopkins,"RW, C",Edmonton Oilers,Edmonton Oilers,41000000,5125000,8,2021,2021-06-29,UFA
Ryan O'Rourke,LD,Minnesota Wild,NA,2775000,925000,3,2021,2021-05-06,RFA
Ryan Poehling,C,Montreal Canadiens,Montréal Canadiens,1500000,750000,2,2021,2021-08-27,other
Ryan Pulock,RD,New York Islanders,New York Islanders,49200000,6150000,8,2021,2021-10-14,UFA
Ryan Reaves,"RW, LW",New York Rangers,Vegas Golden Knights,1750000,1750000,1,2021,2021-07-31,UFA
Ryan Suter,"RD, LD",Dallas Stars,Minnesota Wild,14600000,3650000,4,2021,2021-07-28,UFA
Sam Bennett,C,Florida Panthers,Calgary Flames,17700000,4425000,4,2021,2021-07-26,UFA
Sam Carrick,C,Anaheim Ducks,Anaheim Ducks,750000,750000,1,2021,2021-07-13,UFA
Sam Montembeault,G,Florida Panthers,Florida Panthers,750000,750000,1,2021,2021-08-01,other
Sam Reinhart,"LW, RW, C",Florida Panthers,Buffalo Sabres,19500000,6500000,3,2021,2021-08-11,UFA
Sam Steel,"LW, RW, C",Anaheim Ducks,Anaheim Ducks,874125,874125,1,2021,2021-08-06,other
Samu Tuomaala,RW,Philadelphia Flyers,NA,2775000,925000,3,2021,2021-08-14,RFA
Samuel Ersson,G,Philadelphia Flyers,NA,2775000,925000,3,2021,2021-06-03,RFA
Samuel Helenius,C,Los Angeles Kings,NA,2825000,925000,3,2021,2021-08-12,RFA
Samuel Knazko,LD,Columbus Blue Jackets,NA,2800000,925000,3,2021,2021-06-09,RFA
Santeri Hatakka,"LD, RD",San Jose Sharks,NA,2775000,925000,3,2021,2021-05-10,RFA
Sasha Pastujov,RW,Anaheim Ducks,NA,2825000,925000,3,2021,2021-08-13,RFA
Scott Laughton,"C, LW",Philadelphia Flyers,Philadelphia Flyers,15000000,3000000,5,2021,2021-04-12,UFA
Scott Sabourin,RW,Toronto Maple Leafs,Toronto Maple Leafs,700000,700000,1,2021,2021-02-07,UFA
Scott Sabourin,RW,Ottawa Senators,Toronto Maple Leafs,750000,750000,1,2021,2021-08-17,UFA
Scott Wedgewood,G,New Jersey Devils,New Jersey Devils,825000,825000,1,2021,2021-07-06,UFA
Sean Couturier,C,Philadelphia Flyers,Philadelphia Flyers,62000000,7750000,8,2021,2021-08-26,UFA
Sean Kuraly,C,Columbus Blue Jackets,Boston Bruins,10000000,2500000,4,2021,2021-07-28,UFA
Sebastian Cossa,G,Detroit Red Wings,NA,5325000,1775000,3,2021,2021-08-14,RFA
Seth Jones,RD,Chicago Blackhawks,Columbus Blue Jackets,76000000,9500000,8,2021,2021-07-23,UFA
Shakir Mukhamadullin,LD,New Jersey Devils,NA,3975000,1325000,3,2021,2021-12-01,RFA
Shane Pinto,C,Ottawa Senators,Ottawa Senators,3975000,1325000,3,2021,2021-04-01,other
Sheldon Dries,C,Vancouver Canucks,Colorado Avalanche,750000,750000,1,2021,2021-07-28,UFA
Simon Lundmark,RD,Winnipeg Jets,NA,2775000,925000,3,2021,2021-04-09,RFA
Spencer Knight,G,Florida Panthers,Florida Panthers,7475000,2491667,3,2021,2021-03-31,RFA
Spencer Martin,G,Tampa Bay Lightning,Colorado Avalanche,800000,800000,1,2021,2021-05-03,UFA
Spencer Smallman,RW,Carolina Hurricanes,NA,750000,750000,1,2021,2021-07-23,other
Stanislav Svozil,LD,Columbus Blue Jackets,NA,2825000,925000,3,2021,2021-08-13,RFA
Stefan Noesen,RW,Carolina Hurricanes,San Jose Sharks,750000,750000,1,2021,2021-08-01,UFA
Steven Santini,RD,St. Louis Blues,St. Louis Blues,1500000,750000,2,2021,2021-05-04,UFA
Stuart Skinner,G,Edmonton Oilers,Edmonton Oilers,1500000,750000,2,2021,2021-08-08,other
T.J. Tynan,C,Los Angeles Kings,Colorado Avalanche,750000,750000,1,2021,2021-07-28,UFA
Tanner Dickinson,C,St. Louis Blues,NA,2725000,900000,3,2021,2021-08-31,RFA
Tanner Jeannot,"LW, C, RW",Nashville Predators,Nashville Predators,1600000,800000,2,2021,2021-07-30,other
Tanner Pearson,"LW, RW",Vancouver Canucks,Vancouver Canucks,9750000,3250000,3,2021,2021-04-08,UFA
Taylor Hall,LW,Boston Bruins,Buffalo Sabres,24000000,6000000,4,2021,2021-07-23,UFA
Taylor Raddysh,RW,Tampa Bay Lightning,NA,2275000,758333,3,2021,2021-07-30,other
Teddy Blueger,C,Pittsburgh Penguins,Pittsburgh Penguins,4400000,2200000,2,2021,2021-07-14,UFA
Thatcher Demko,G,Vancouver Canucks,Vancouver Canucks,25000000,5000000,5,2021,2021-03-31,UFA
Tim Gettinger,LW,New York Rangers,New York Rangers,750000,750000,1,2021,2021-08-05,other
Tomas Nosek,"C, LW",Boston Bruins,Vegas Golden Knights,3500000,1750000,2,2021,2021-07-28,UFA
Tomas Tatar,"RW, LW",New Jersey Devils,Montréal Canadiens,9000000,4500000,2,2021,2021-08-05,UFA
Tony DeAngelo,"RD, LD",Carolina Hurricanes,New York Rangers,1000000,1000000,1,2021,2021-07-28,other
Travis Boyd,"RW, C",Arizona Coyotes,Toronto Maple Leafs,750000,750000,1,2021,2021-08-03,UFA
Travis Dermott,"LD, RD",Toronto Maple Leafs,Toronto Maple Leafs,3000000,1500000,2,2021,2021-07-08,other
Travis Hamonic,RD,Vancouver Canucks,Vancouver Canucks,1250000,1250000,1,2021,2021-01-12,UFA
Travis Hamonic,RD,Vancouver Canucks,Vancouver Canucks,6000000,3000000,2,2021,2021-07-28,UFA
Travis Sanheim,"RD, LD",Philadelphia Flyers,Philadelphia Flyers,9350000,4675000,2,2021,2021-08-21,UFA
Trent Frederic,"RW, C",Boston Bruins,Boston Bruins,2100000,1050000,2,2021,2021-06-25,other
Trent Miner,G,Colorado Avalanche,NA,2485000,828333,3,2021,2021-05-27,RFA
Trevor Lewis,"C, RW, LW",Winnipeg Jets,Winnipeg Jets,750000,750000,1,2021,2021-01-13,UFA
Trevor Lewis,"C, RW, LW",Calgary Flames,Winnipeg Jets,800000,800000,1,2021,2021-07-28,UFA
Trevor Moore,LW,Los Angeles Kings,Los Angeles Kings,3750000,1875000,2,2021,2021-07-24,UFA
Trevor van Riemsdyk,"RD, LD",Washington Capitals,Washington Capitals,1900000,950000,2,2021,2021-03-21,UFA
Troy Grosenick,G,Boston Bruins,Los Angeles Kings,750000,750000,1,2021,2021-07-28,UFA
Tucker Poolman,RD,Vancouver Canucks,Winnipeg Jets,10000000,2500000,4,2021,2021-07-28,UFA
Ty Emberson,RD,Arizona Coyotes,NA,2775000,925000,3,2021,2021-04-07,other
Ty Voit,LW,Toronto Maple Leafs,NA,2555000,835000,3,2021,2021-12-20,RFA
Tyce Thompson,RW,New Jersey Devils,New Jersey Devils,2250000,1125000,2,2021,2021-03-24,other
Tyler Bertuzzi,LW,Detroit Red Wings,Detroit Red Wings,9500000,4750000,2,2021,2021-07-31,UFA
Tyler Boucher,RW,Ottawa Senators,NA,4975000,1658333,3,2021,2021-12-28,RFA
Tyler Tullio,RW,Edmonton Oilers,NA,2585000,853333,3,2021,2021-09-06,RFA
Tyson Barrie,"RD, LD",Edmonton Oilers,Edmonton Oilers,13500000,4500000,3,2021,2021-07-28,UFA
Tyson Jost,"C, RW, LW",Colorado Avalanche,Colorado Avalanche,4000000,2000000,2,2021,2021-07-30,other
Valtteri Puustinen,"RW, LW",Pittsburgh Penguins,NA,1850000,925000,2,2021,2021-05-06,other
Vasily Podkolzin,"RW, LW",Vancouver Canucks,NA,5325000,1775000,3,2021,2021-05-30,RFA
Ville Koivunen,RW,Carolina Hurricanes,NA,2825000,925000,3,2021,2021-08-15,RFA
Vince Dunn,"LD, RD",Seattle Kraken,St. Louis Blues,8000000,4000000,2,2021,2021-08-06,other
Vincent Iorio,RD,Washington Capitals,NA,2775000,925000,3,2021,2021-10-04,RFA
Vinni Lettieri,"RW, LW, C",Anaheim Ducks,Anaheim Ducks,750000,750000,1,2021,2021-07-13,UFA
Vinnie Hinostroza,"RW, C",Buffalo Sabres,Florida Panthers,1050000,1050000,1,2021,2021-07-28,UFA
Walker Duehr,"RW, C",Calgary Flames,NA,1655000,827500,2,2021,2021-04-11,other
Warren Foegele,"LW, RW",Edmonton Oilers,Carolina Hurricanes,8250000,2750000,3,2021,2021-07-31,UFA
Will Borgen,RD,Seattle Kraken,Buffalo Sabres,1800000,900000,2,2021,2021-08-05,other
Will Cuylle,"LW, RW",New York Rangers,NA,2800000,925000,3,2021,2021-04-19,RFA
William Eklund,"LW, RW, C",San Jose Sharks,NA,5325000,1775000,3,2021,2021-08-14,RFA
William Villeneuve,RD,Toronto Maple Leafs,NA,2530000,835000,3,2021,2021-09-25,RFA
Wyatt Johnston,"C, RW, LW",Dallas Stars,NA,3093750,1031250,3,2021,2021-09-28,RFA
Yan Kuznetsov,"RD, LD",Calgary Flames,NA,2775000,925000,3,2021,2021-03-30,RFA
Yegor Chinakhov,"LW, RW",Columbus Blue Jackets,NA,3975000,1325000,3,2021,2021-05-03,other
Yegor Sharangovich,"RW, C, LW",New Jersey Devils,New Jersey Devils,4000000,2000000,2,2021,2021-08-05,other
Zac Dalpe,C,Florida Panthers,Columbus Blue Jackets,1500000,750000,2,2021,2021-07-30,UFA
Zac Jones,"LD, RD",New York Rangers,New York Rangers,2775000,925000,3,2021,2021-04-13,RFA
Zach Aston-Reese,C,Pittsburgh Penguins,Pittsburgh Penguins,1725000,1725000,1,2021,2021-08-05,UFA
Zach Bogosian,RD,Tampa Bay Lightning,Toronto Maple Leafs,2550000,850000,3,2021,2021-07-28,UFA
Zach Dean,C,Vegas Golden Knights,NA,2775000,925000,3,2021,2021-12-02,RFA
Zach Hyman,"LW, RW",Edmonton Oilers,Toronto Maple Leafs,38500000,5500000,7,2021,2021-07-28,UFA
Zach Sawchenko,G,San Jose Sharks,NA,1450000,725000,2,2021,2021-04-12,other
Zach Werenski,LD,Columbus Blue Jackets,Columbus Blue Jackets,57500000,9583333,6,2021,2021-07-29,UFA
Zach Whitecloud,RD,Vegas Golden Knights,Vegas Golden Knights,16500000,2750000,6,2021,2021-10-28,UFA
Zachary L'Heureux,LW,Nashville Predators,NA,2775000,925000,3,2021,2021-07-28,RFA
Zachary Sanford,"C, LW",St. Louis Blues,St. Louis Blues,2000000,2000000,1,2021,2021-08-04,UFA
Zack Bolduc,"RW, LW, C",St. Louis Blues,NA,4012500,1337500,3,2021,2021-08-24,RFA
Zack Ostapchuk,C,Ottawa Senators,NA,2825000,925000,3,2021,2021-09-29,RFA
A.J. Greer,LW,Boston Bruins,New Jersey Devils,1525000,762500,2,2022,2022-07-13,UFA
Adam Boqvist,"RD, LD",Columbus Blue Jackets,Columbus Blue Jackets,7800000,2600000,3,2022,2022-07-06,UFA
Adam Edstrom,"RW, C",New York Rangers,NA,2540000,846667,3,2022,2022-05-07,other
Adam Gaudette,RW,Toronto Maple Leafs,Chicago Blackhawks,750000,750000,1,2022,2022-07-13,other
Adam Ginning,"LD, RD",Philadelphia Flyers,NA,1850000,925000,2,2022,2022-05-17,other
Adam Klapka,RW,Calgary Flames,NA,1665000,832500,2,2022,2022-05-16,other
Adam Sykora,LW,New York Rangers,NA,2850000,950000,3,2022,2022-07-15,RFA
Adam Wilsby,LD,Nashville Predators,NA,1685000,842500,2,2022,2022-04-13,other
Adrian Kempe,"LW, RW",Los Angeles Kings,Los Angeles Kings,22000000,5500000,4,2022,2022-07-08,UFA
Aleksandr Kisakov,LW,Buffalo Sabres,NA,2775000,925000,3,2022,2022-05-11,RFA
Alex Belzile,RW,Montreal Canadiens,Montréal Canadiens,750000,750000,1,2022,2022-07-13,UFA
Alex Limoges,C,Winnipeg Jets,NA,780000,780000,1,2022,2022-07-14,other
Alex Lyon,G,Florida Panthers,Carolina Hurricanes,750000,750000,1,2022,2022-07-13,UFA
Alex Vlasic,"LD, RD",Chicago Blackhawks,Chicago Blackhawks,4475000,1491667,3,2022,2022-03-15,other
Alexandar Georgiev,G,Colorado Avalanche,New York Rangers,10200000,3400000,3,2022,2022-07-10,UFA
Alexander Nylander,"LW, RW",Pittsburgh Penguins,Chicago Blackhawks,750000,750000,1,2022,2022-07-11,other
Alexander Pashin,RW,Carolina Hurricanes,NA,2480000,826667,3,2022,2022-05-02,other
Alexander Petrovic,RD,Dallas Stars,Florida Panthers,750000,750000,1,2022,2022-06-07,UFA
Alexander Romanov,LD,New York Islanders,Montréal Canadiens,7500000,2500000,3,2022,2022-08-22,other
Alexander Suzdalev,LW,Washington Capitals,NA,2850000,950000,3,2022,2022-07-15,RFA
Alexey Toropchenko,"RW, LW",St. Louis Blues,St. Louis Blues,750000,750000,1,2022,2022-02-09,other
Amadeus Lombardi,C,Detroit Red Wings,NA,2875000,950000,3,2022,2022-12-23,RFA
Andre Burakovsky,"LW, RW",Seattle Kraken,Colorado Avalanche,27500000,5500000,5,2022,2022-07-13,UFA
Andre Lee,LW,Los Angeles Kings,NA,1850000,925000,2,2022,2022-03-29,other
Andreas Athanasiou,"C, RW",Chicago Blackhawks,Los Angeles Kings,3000000,3000000,1,2022,2022-07-13,UFA
Andreas Englund,LD,Colorado Avalanche,Ottawa Senators,750000,750000,1,2022,2022-07-13,UFA
Andrei Kuzmenko,"LW, RW",Vancouver Canucks,NA,1800000,1800000,1,2022,2022-07-13,UFA
Andrew Agozzino,LW,San Jose Sharks,Ottawa Senators,1550000,775000,2,2022,2022-07-14,UFA
Andrew Copp,"C, RW",Detroit Red Wings,Winnipeg Jets,28125000,5625000,5,2022,2022-07-13,UFA
Andrew Mangiapane,LW,Calgary Flames,Calgary Flames,17400000,5800000,3,2022,2022-08-02,UFA
Andrew Peeke,"RD, LD",Columbus Blue Jackets,Columbus Blue Jackets,8250000,2750000,3,2022,2022-09-28,UFA
Andrew Poturalski,C,Seattle Kraken,Carolina Hurricanes,1525000,762500,2,2022,2022-07-13,UFA
Anthony Angello,C,St. Louis Blues,Pittsburgh Penguins,750000,750000,1,2022,2022-07-14,UFA
Anthony Cirelli,"C, RW",Tampa Bay Lightning,Tampa Bay Lightning,50000000,6250000,8,2022,2022-07-13,UFA
Anthony Richard,"RW, LW, C",Montreal Canadiens,Nashville Predators,750000,750000,1,2022,2022-07-13,other
Anton Blidh,LW,Colorado Avalanche,Boston Bruins,750000,750000,1,2022,2022-08-03,UFA
Anton Forsberg,G,Ottawa Senators,Ottawa Senators,8250000,2750000,3,2022,2022-03-21,UFA
Antonio Stranges,LW,Dallas Stars,NA,2680000,893333,3,2022,2022-03-01,RFA
Anttoni Honka,RD,Carolina Hurricanes,NA,2525000,841667,3,2022,2022-08-17,RFA
Arshdeep Bains,LW,Vancouver Canucks,NA,2450000,816667,3,2022,2022-03-11,other
Artem Zub,RD,Ottawa Senators,Ottawa Senators,18400000,4600000,4,2022,2022-12-21,UFA
Artturi Lehkonen,"LW, RW",Colorado Avalanche,Montréal Canadiens,22500000,4500000,5,2022,2022-07-13,UFA
Barrett Hayton,"C, LW",Arizona Coyotes,Arizona Coyotes,3550000,1775000,2,2022,2022-09-20,other
Beck Malenstyn,LW,Washington Capitals,Washington Capitals,1525000,762500,2,2022,2022-06-20,other
Ben Chiarot,"LD, RD",Detroit Red Wings,Montréal Canadiens,19000000,4750000,4,2022,2022-07-13,UFA
Ben Gleason,LD,Dallas Stars,Dallas Stars,750000,750000,1,2022,2022-07-29,other
Ben Harpur,LD,New York Rangers,Nashville Predators,750000,750000,1,2022,2022-10-27,UFA
Ben Hutton,"LD, RD",Vegas Golden Knights,Vegas Golden Knights,1700000,850000,2,2022,2022-03-05,UFA
Ben Jones,C,Calgary Flames,Vegas Golden Knights,750000,750000,1,2022,2022-07-16,other
Ben Meyers,"LW, C",Colorado Avalanche,Colorado Avalanche,2062500,1031250,2,2022,2022-04-13,other
Bennett MacArthur,LW,Tampa Bay Lightning,NA,2775000,925000,3,2022,2022-03-01,other
Billy Sweezey,RD,Columbus Blue Jackets,NA,1525000,762500,2,2022,2022-03-07,UFA
Blake Lizotte,"LW, RW, C",Los Angeles Kings,Los Angeles Kings,3350000,1675000,2,2022,2022-03-21,other
Bobby Brink,RW,Philadelphia Flyers,Philadelphia Flyers,3412500,1137500,3,2022,2022-04-10,other
Bobby McMann,"LW, RW, C",Toronto Maple Leafs,NA,1525000,762500,2,2022,2022-04-29,UFA
Bogdan Trineyev,RW,Washington Capitals,NA,2775000,925000,3,2022,2022-05-03,RFA
Bokondji Imama,LW,Arizona Coyotes,Arizona Coyotes,750000,750000,1,2022,2022-07-13,other
Brad Lambert,C,Winnipeg Jets,NA,3600000,1200000,3,2022,2022-10-12,RFA
Brandon Biro,LW,Buffalo Sabres,Buffalo Sabres,1525000,762500,2,2022,2022-07-08,other
Brandon Bussi,G,Boston Bruins,NA,825000,825000,1,2022,2022-03-30,other
Brandon Scanlin,LD,New York Rangers,NA,1850000,925000,2,2022,2022-03-19,other
Brayden McNabb,"RD, LD",Vegas Golden Knights,Vegas Golden Knights,8550000,2850000,3,2022,2022-01-30,UFA
Brayden Pachal,RD,Vegas Golden Knights,Vegas Golden Knights,750000,750000,1,2022,2022-07-28,other
Brendan Brisson,"LW, RW, C",Vegas Golden Knights,NA,2775000,925000,3,2022,2022-04-30,RFA
Brendan Gaunce,"C, RW",Columbus Blue Jackets,Columbus Blue Jackets,1525000,762500,2,2022,2022-06-18,UFA
Brendan Smith,"LD, RD",New Jersey Devils,Carolina Hurricanes,2200000,1100000,2,2022,2022-07-13,UFA
Brett Harrison,C,Boston Bruins,NA,2800000,925000,3,2022,2022-08-01,RFA
Brett Howden,"LW, C",Vegas Golden Knights,Vegas Golden Knights,1500000,1500000,1,2022,2022-07-13,other
