player_id,player_name,season,team,position,birth_date,birth_city,birth_country,birth_state_province
8478366,Frank Vatrano,20152016,BOS,C,1994-03-14,East Longmeadow,USA,MA
8474625,Jimmy Hayes,20152016,BOS,R,1989-11-21,Dorchester,USA,MA
8476476,Joe Morrow,20152016,BOS,D,1992-12-09,Edmonton,CAN,AB
8468639,John-Michael Liles,20152016,BOS,D,1980-11-25,Indianapolis,USA,IN
8475361,Jonas Gustavsson,20152016,BOS,G,1984-10-24,Danderyd,SWE,NA
8478564,Joonas Kemppainen,20152016,BOS,C,1988-04-07,Kajaani,FIN,NA
8476191,Kevan Miller,20152016,BOS,D,1987-11-15,Los Angeles,USA,CA
8475157,Landon Ferraro,20152016,BOS,C,1991-08-08,Trail,CAN,BC
8470740,Lee Stempniak,20152016,BOS,R,1983-02-04,West Seneca,USA,NY
8470626,Loui Eriksson,20152016,BOS,R,1985-07-17,Gothenburg,SWE,NA
8473492,Matt Beleskey,20152016,BOS,L,1988-06-07,Windsor,CAN,ON
8475625,Matt Irwin,20152016,BOS,D,1987-11-29,Victoria,CAN,BC
8470171,Max Talbot,20152016,BOS,C,1984-02-11,Lemoyne,CAN,QC
8478569,Noel Acciari,20152016,BOS,C,1991-12-01,Johnston,USA,RI
8470638,Patrice Bergeron,20152016,BOS,C,1985-07-24,L'Ancienne-Lorette,CAN,QC
8475727,Ryan Spooner,20152016,BOS,C,1992-01-30,Ottawa,CAN,ON
8476495,Seth Griffith,20152016,BOS,C,1993-01-04,Wallaceburg,CAN,ON
8474019,Tommy Cross,20152016,BOS,D,1989-09-12,Hartford,USA,CT
8476792,Torey Krug,20152016,BOS,D,1991-04-12,Livonia,USA,MI
8471695,Tuukka Rask,20152016,BOS,G,1987-03-10,Savonlinna,FIN,NA
8475292,Tyler Randell,20152016,BOS,R,1991-06-15,Scarborough,CAN,ON
8474736,Zac Rinaldo,20152016,BOS,C,1990-06-15,Mississauga,CAN,ON
8475902,Zach Trotman,20152016,BOS,D,1990-08-26,Carmel,USA,IN
8465009,Zdeno Chara,20152016,BOS,D,1977-03-18,Trencin,SVK,NA
8467407,Brian Gionta,20152016,BUF,R,1979-01-18,Rochester,USA,NY
8471811,Cal O'Reilly,20152016,BUF,C,1986-09-30,Toronto,CAN,ON
8469470,Carlo Colaiacovo,20152016,BUF,D,1983-01-27,Toronto,CAN,ON
8479268,Casey Nelson,20152016,BUF,D,1992-07-18,Wisconsin Rapids,USA,WI
8473434,Chad Johnson,20152016,BUF,G,1986-06-10,Saskatoon,CAN,SK
8477244,Chad Ruhwedel,20152016,BUF,D,1990-05-07,San Diego,USA,CA
8471742,Cody Franson,20152016,BUF,D,1987-08-08,Sicamous,CAN,BC
8476766,Cole Schneider,20152016,BUF,L,1990-08-26,Williamsville,USA,NY
8476401,Daniel Catenacci,20152016,BUF,L,1993-03-09,Richmond Hill,CAN,ON
8467330,David Legwand,20152016,BUF,C,1980-08-17,Detroit,USA,MI
8478542,Evan Rodrigues,20152016,BUF,L,1993-07-28,Toronto,CAN,ON
8475169,Evander Kane,20152016,BUF,L,1991-08-02,Vancouver,CAN,BC
8477392,Hudson Fasching,20152016,BUF,R,1995-07-28,Apple Valley,USA,MN
8478403,Jack Eichel,20152016,BUF,C,1996-10-28,North Chelmsford,USA,MA
8476931,Jake McCabe,20152016,BUF,D,1993-10-12,Eau Claire,USA,WI
8473465,Jamie McGinn,20152016,BUF,L,1988-08-05,Fergus,CAN,ON
8476309,Jason Kasdorf,20152016,BUF,G,1992-05-18,Winnipeg,CAN,MB
8475728,Johan Larsson,20152016,BUF,C,1992-07-25,Lau,SWE,NA
8470324,Josh Gorges,20152016,BUF,D,1984-08-14,Kelowna,CAN,BC
8477473,Justin Bailey,20152016,BUF,R,1995-07-01,Buffalo,USA,NY
8476999,Linus Ullmark,20152016,BUF,G,1993-07-31,Lugnvik,SWE,NA
8475220,Marcus Foligno,20152016,BUF,L,1991-08-10,Buffalo,USA,NY
8475796,Mark Pysyk,20152016,BUF,D,1992-01-11,Sherwood Park,CAN,AB
8470852,Matt Moulson,20152016,BUF,L,1983-11-01,North York,CAN,ON
8473426,Mike Weber,20152016,BUF,D,1987-12-16,Pittsburgh,USA,PA
8475235,Nicolas Deslauriers,20152016,BUF,L,1991-02-22,LaSalle,CAN,QC
8475321,Phil Varone,20152016,BUF,C,1990-12-04,Vaughan,CAN,ON
8477499,Rasmus Ristolainen,20152016,BUF,D,1994-10-27,Turku,FIN,NA
8475215,Robin Lehner,20152016,BUF,G,1991-07-24,Gothenburg,SWE,NA
8475158,Ryan O'Reilly,20152016,BUF,C,1991-02-07,Clinton,CAN,ON
8477933,Sam Reinhart,20152016,BUF,R,1995-11-06,West Vancouver,CAN,BC
8477213,Tim Schaller,20152016,BUF,C,1990-11-16,Merrimack,USA,NH
8474589,Tyler Ennis,20152016,BUF,L,1989-10-06,Edmonton,CAN,AB
8474567,Zach Bogosian,20152016,BUF,D,1990-07-15,Massena,USA,NY
8476878,Zemgus Girgensons,20152016,BUF,L,1994-01-05,Riga,LVA,NA
8475250,Andrej Nestrasil,20152016,CAR,C,1991-02-22,Prague,CZE,NA
8474089,Brad Malone,20152016,CAR,C,1989-05-20,Miramichi,CAN,NB
8476944,Brendan Woods,20152016,CAR,L,1992-06-11,Humboldt,CAN,SK
8477488,Brett Pesce,20152016,CAR,D,1994-11-15,Tarrytown,USA,NY
8476934,Brock McGinn,20152016,CAR,L,1994-02-02,Fergus,CAN,ON
8475980,Brody Sutter,20152016,CAR,C,1991-09-26,Viking,CAN,AB
8470320,Cam Ward,20152016,CAR,G,1984-02-29,Saskatoon,CAN,SK
8474052,Chris Terry,20152016,CAR,L,1989-04-07,Brampton,CAN,ON
8478585,Derek Ryan,20152016,CAR,C,1986-12-29,Spokane,USA,WA
8475663,Eddie Lack,20152016,CAR,G,1988-01-05,Norrtalje,SWE,NA
8477496,Elias Lindholm,20152016,CAR,C,1994-12-02,Boden,SWE,NA
8470595,Eric Staal,20152016,CAR,C,1984-10-29,Thunder Bay,CAN,ON
8476958,Jaccob Slavin,20152016,CAR,D,1994-05-01,Denver,USA,CO
8470222,James Wisniewski,20152016,CAR,D,1984-02-21,Canton,USA,MI
8469508,Jay McClement,20152016,CAR,C,1983-03-02,Kingston,CAN,ON
8475784,Jeff Skinner,20152016,CAR,L,1992-05-16,Toronto,CAN,ON
8475807,Joakim Nordstrom,20152016,CAR,L,1992-02-25,Stockholm,SWE,NA
8468639,John-Michael Liles,20152016,CAR,D,1980-11-25,Indianapolis,USA,IN
8473533,Jordan Staal,20152016,CAR,C,1988-09-10,Thunder Bay,CAN,ON
8475753,Justin Faulk,20152016,CAR,D,1992-03-20,South St. Paul,USA,MN
8471346,Kris Versteeg,20152016,CAR,R,1986-05-13,Lethbridge,CAN,AB
8474661,Michal Jordan,20152016,CAR,D,1990-07-17,Zlin,CZE,NA
8471804,Nathan Gerbe,20152016,CAR,L,1987-07-24,Oxford,USA,MI
8478396,Noah Hanifin,20152016,CAR,D,1997-01-25,Boston,USA,MA
8477887,Patrick Brown,20152016,CAR,C,1992-05-29,Bloomfield Hills,USA,MI
8476858,Phillip Di Giuseppe,20152016,CAR,L,1993-10-09,Toronto,CAN,ON
8474062,Riley Nash,20152016,CAR,C,1989-05-09,Consort,CAN,AB
8468493,Ron Hainsey,20152016,CAR,D,1981-03-24,Bolton,USA,CT
8476465,Ryan Murphy,20152016,CAR,D,1993-03-31,Aurora,CAN,ON
8477566,Sergey Tolchinsky,20152016,CAR,L,1995-02-03,Moscow,RUS,NA
8476953,Trevor Carrick,20152016,CAR,D,1994-07-04,Stouffville,CAN,ON
8476437,Victor Rask,20152016,CAR,C,1993-03-01,Leksand,SWE,NA
8477505,Alexander Wennberg,20152016,CBJ,C,1994-09-22,Stockholm,SWE,NA
8473550,Andrew Bodnarchuk,20152016,CBJ,D,1988-07-11,Drumheller,CAN,AB
8476341,Anton Forsberg,20152016,CBJ,G,1992-11-27,Härnösand,SWE,NA
8476432,Boone Jenner,20152016,CBJ,C,1993-06-15,Dorchester,CAN,ON
8471273,Brandon Dubinsky,20152016,CBJ,C,1986-04-29,Anchorage,USA,AK
8476438,Brandon Saad,20152016,CBJ,L,1992-10-27,Pittsburgh,USA,PA
8474715,Cam Atkinson,20152016,CBJ,R,1989-06-05,Riverside,USA,CT
8474597,Cody Goloubef,20152016,CBJ,D,1989-11-30,Mississauga,CAN,ON
8470147,Curtis McElhinney,20152016,CBJ,G,1983-05-23,London,CAN,ON
8474774,Dalton Prout,20152016,CBJ,D,1990-03-13,Kingsville,CAN,ON
8470920,David Clarkson,20152016,CBJ,R,1984-03-31,Toronto,CAN,ON
8475233,David Savard,20152016,CBJ,D,1990-10-22,St-Hyacinthe,CAN,QC
8478567,Dean Kukan,20152016,CBJ,D,1993-07-08,Volketswil,CHE,NA
8469492,Fedor Tyutin,20152016,CBJ,D,1983-07-19,Izhevsk,RUS,NA
8470169,Gregory Campbell,20152016,CBJ,C,1983-12-17,London,CAN,ON
8471677,Jack Johnson,20152016,CBJ,D,1987-01-13,Indianapolis,USA,IN
8471766,Jared Boll,20152016,CBJ,R,1986-05-13,Charlotte,USA,NC
8475829,John Ramage,20152016,CBJ,D,1991-02-07,Mississauga,CAN,ON
8476914,Joonas Korpisalo,20152016,CBJ,G,1994-04-28,Pori,FIN,NA
8476981,Josh Anderson,20152016,CBJ,R,1994-05-07,Burlington,CAN,ON
8473992,Justin Falk,20152016,CBJ,D,1988-10-11,Snowflake,CAN,MB
8477510,Kerby Rychel,20152016,CBJ,L,1994-10-07,Torrance,USA,CA
8475246,Kevin Connauton,20152016,CBJ,D,1990-02-23,Edmonton,CAN,AB
8478541,Markus Hannikainen,20152016,CBJ,L,1993-03-26,Helsinki,FIN,NA
8474685,Matt Calvert,20152016,CBJ,L,1989-12-24,Brandon,CAN,MB
8475808,Michael Chaput,20152016,CBJ,C,1992-04-09,Ile Bizard,CAN,QC
8476394,Michael Paliotta,20152016,CBJ,D,1993-04-06,Westport,USA,CT
8473422,Nick Foligno,20152016,CBJ,L,1987-10-31,Buffalo,USA,NY
8477416,Oliver Bjorkstrand,20152016,CBJ,R,1995-04-10,Herning,DNK,NA
8471504,Rene Bourque,20152016,CBJ,R,1981-12-10,Lac La Biche,CAN,AB
8475793,Ryan Johansen,20152016,CBJ,C,1992-07-31,Vancouver,CAN,BC
8476850,Ryan Murray,20152016,CBJ,D,1993-09-27,Regina,CAN,SK
8468486,Scott Hartnell,20152016,CBJ,L,1982-04-18,Regina,CAN,SK
8475683,Sergei Bobrovsky,20152016,CBJ,G,1988-09-20,Novokuznetsk,RUS,NA
8477495,Seth Jones,20152016,CBJ,D,1994-10-03,Arlington,USA,TX
8477947,Sonny Milano,20152016,CBJ,L,1996-05-12,Massapequa,USA,NY
8476448,William Karlsson,20152016,CBJ,C,1993-01-08,Marsta,SWE,NA
8475650,Brandon Bollig,20152016,CGY,L,1987-01-31,St. Charles,USA,MO
8476967,Brett Kulak,20152016,CGY,D,1994-01-06,Edmonton,CAN,AB
8470877,David Jones,20152016,CGY,R,1984-08-10,Guelph,CAN,ON
8469770,Dennis Wideman,20152016,CGY,D,1983-03-20,Kitchener,CAN,ON
8474683,Derek Grant,20152016,CGY,C,1990-04-20,Abbotsford,CAN,BC
8468674,Deryk Engelland,20152016,CGY,D,1982-04-03,Edmonton,CAN,AB
8476462,Dougie Hamilton,20152016,CGY,D,1993-06-17,Toronto,CAN,ON
8475213,Drew Shore,20152016,CGY,C,1991-01-29,Denver,USA,CO
8477486,Emile Poirier,20152016,CGY,L,1994-12-14,Montréal,CAN,QC
8475878,Freddie Hamilton,20152016,CGY,C,1992-01-01,Toronto,CAN,ON
8477903,Garnet Hathaway,20152016,CGY,R,1991-11-23,Naples,USA,FL
8477445,Hunter Shinkaruk,20152016,CGY,C,1994-10-13,Calgary,CAN,AB
8478562,Jakub Nakladal,20152016,CGY,D,1987-12-30,Hradec Kralove,CZE,NA
8470201,Jiri Hudler,20152016,CGY,C,1984-01-04,Olomouc,CZE,NA
8474577,Joe Colborne,20152016,CGY,C,1990-01-30,Calgary,CAN,AB
8476346,Johnny Gaudreau,20152016,CGY,L,1993-08-13,Salem,USA,NJ
8473972,Jonas Hiller,20152016,CGY,G,1982-02-12,Felben Wellhausen,CHE,NA
8475299,Joni Ortio,20152016,CGY,G,1991-04-16,Turku,FIN,NA
8477591,Josh Jooris,20152016,CGY,C,1990-07-14,Burlington,CAN,ON
8476279,Jyrki Jokipakka,20152016,CGY,D,1991-08-20,Tampere,FIN,NA
8471403,Karri Ramo,20152016,CGY,G,1986-07-01,Asikkala,FIN,NA
8475844,Kenny Agostino,20152016,CGY,L,1992-04-30,Morristown,USA,NJ
8471729,Kris Russell,20152016,CGY,D,1987-05-02,Caroline,CAN,AB
8471222,Ladislav Smid,20152016,CGY,D,1986-02-01,Frydlant,CZE,NA
8474642,Lance Bouma,20152016,CGY,C,1990-03-25,Provost,CAN,AB
8470966,Mark Giordano,20152016,CGY,D,1983-10-03,Toronto,CAN,ON
8476440,Markus Granlund,20152016,CGY,C,1993-04-16,Oulu,FIN,NA
8471664,Mason Raymond,20152016,CGY,L,1985-09-17,Cochrane,CAN,AB
8470162,Matt Stajan,20152016,CGY,C,1983-12-19,Mississauga,CAN,ON
8473564,Michael Frolik,20152016,CGY,R,1988-02-17,Kladno,CZE,NA
8475907,Micheal Ferland,20152016,CGY,L,1992-04-20,Swan River,CAN,MB
8474150,Mikael Backlund,20152016,CGY,C,1989-03-17,Vasteras,SWE,NA
8473404,Niklas Backstrom,20152016,CGY,G,1978-02-13,Helsinki,FIN,NA
8478430,Oliver Kylington,20152016,CGY,D,1997-05-19,Stockholm,SWE,NA
8476890,Patrick Sieloff,20152016,CGY,D,1994-05-15,Ann Arbor,USA,MI
8477935,Sam Bennett,20152016,CGY,C,1996-06-20,Holland Landing,CAN,ON
8477497,Sean Monahan,20152016,CGY,C,1994-10-12,Brampton,CAN,ON
8474673,TJ Brodie,20152016,CGY,D,1990-06-07,Chatham,CAN,ON
8476505,Turner Elson,20152016,CGY,L,1992-09-13,New Westminster,CAN,BC
8476452,Tyler Wotherspoon,20152016,CGY,D,1993-03-12,Burnaby,CAN,BC
8471956,Andrew Desjardins,20152016,CHI,L,1986-07-27,Lively,CAN,ON
8471217,Andrew Ladd,20152016,CHI,L,1985-12-12,Maple Ridge,CAN,BC
8476381,Andrew Shaw,20152016,CHI,R,1991-07-20,Belleville,CAN,ON
8473573,Artem Anisimov,20152016,CHI,C,1988-05-24,Yaroslavl,RUS,NA
8478550,Artemi Panarin,20152016,CHI,L,1991-10-30,Korkino,RUS,NA
8474850,Brandon Mashinter,20152016,CHI,L,1988-09-20,Bradford,CAN,ON
8470607,Brent Seabrook,20152016,CHI,D,1985-04-20,Richmond,CAN,BC
8471254,Bryan Bickell,20152016,CHI,L,1986-03-09,Bowmanville,CAN,ON
8469555,Christian Ehrhoff,20152016,CHI,D,1982-07-06,Moers,DEU,NA
8470645,Corey Crawford,20152016,CHI,G,1984-12-31,Montréal,CAN,QC
8474668,Dale Weise,20152016,CHI,R,1988-08-05,Winnipeg,CAN,MB
8475182,David Rundblad,20152016,CHI,D,1990-10-08,Lycksele,SWE,NA
8477929,Dennis Rasmussen,20152016,CHI,C,1990-07-03,Vasteras,SWE,NA
8470281,Duncan Keith,20152016,CHI,D,1983-07-16,Winnipeg,CAN,MB
8476979,Erik Gustafsson,20152016,CHI,D,1992-03-14,Nynashamn,SWE,NA
8478137,Jiri Sekac,20152016,CHI,L,1992-06-10,Kladno,CZE,NA
8473604,Jonathan Toews,20152016,CHI,C,1988-04-29,Winnipeg,CAN,MB
8478393,Kyle Baun,20152016,CHI,R,1992-05-04,Toronto,CAN,ON
8475323,Marcus Kruger,20152016,CHI,C,1990-05-27,Stockholm,SWE,NA
8466148,Marian Hossa,20152016,CHI,R,1979-01-12,Stará Lubovna,SVK,NA
8476471,Mark McNeill,20152016,CHI,R,1993-02-22,Langley,CAN,BC
8477448,Marko Dano,20152016,CHI,R,1994-11-30,Eisenstadt,AUT,NA
8468038,Michael Leighton,20152016,CHI,G,1981-05-19,Petrolia,CAN,ON
8465058,Michal Rozsival,20152016,CHI,D,1978-09-03,Vlasim,CZE,NA
8471769,Niklas Hjalmarsson,20152016,CHI,D,1987-06-06,Eksjo,SWE,NA
8474141,Patrick Kane,20152016,CHI,R,1988-11-19,Buffalo,USA,NY
8476479,Phillip Danault,20152016,CHI,C,1993-02-24,Victoriaville,CAN,QC
8475209,Richard Panik,20152016,CHI,R,1991-02-07,Martin,SVK,NA
8467452,Rob Scuderi,20152016,CHI,D,1978-12-30,Syosset,USA,NY
8476116,Ryan Garbutt,20152016,CHI,L,1985-08-12,Edmonton,CAN,AB
8477451,Ryan Hartman,20152016,CHI,L,1994-09-20,Hilton Head Island,USA,SC
8474152,Scott Darling,20152016,CHI,G,1988-12-22,Newport News,USA,VA
8478528,Tanner Kero,20152016,CHI,C,1992-07-24,Hancock,USA,MI
8476882,Teuvo Teravainen,20152016,CHI,C,1994-09-11,Helsinki,FIN,NA
8470039,Tomas Fleischmann,20152016,CHI,L,1984-05-16,Koprivnice,CZE,NA
8470110,Trevor Daley,20152016,CHI,D,1983-10-09,Toronto,CAN,ON
8477845,Trevor van Riemsdyk,20152016,CHI,D,1991-07-24,Middletown,USA,NJ
8477300,Viktor Svedberg,20152016,CHI,D,1991-05-24,Gothenburg,SWE,NA
8474588,Viktor Tikhonov,20152016,CHI,R,1988-05-12,Riga,LVA,NA
8476994,Vinnie Hinostroza,20152016,CHI,L,1994-04-03,Chicago,USA,IL
8467338,Alex Tanguay,20152016,COL,L,1979-11-21,Ste-Justine,CAN,QC
8478561,Andreas Martinsen,20152016,COL,L,1990-06-13,Bærum,NOR,NA
8475461,Andrew Agozzino,20152016,COL,L,1991-01-03,Kleinburg,CAN,ON
8473550,Andrew Bodnarchuk,20152016,COL,D,1988-07-11,Drumheller,CAN,AB
8476043,Ben Street,20152016,COL,C,1987-02-13,Coquitlam,CAN,BC
8471260,Blake Comeau,20152016,COL,L,1986-02-18,Meadow Lake,CAN,SK
8477916,Borna Rendulic,20152016,COL,R,1992-03-25,Zagreb,HRV,NA
8467331,Brad Stuart,20152016,COL,D,1979-11-06,Rocky Mountain House,CAN,AB
8475759,Brandon Gormley,20152016,COL,D,1992-02-18,Murray River,CAN,PE
8475717,Calvin Pickard,20152016,COL,G,1992-04-15,Moncton,CAN,NB
8471262,Carl Soderberg,20152016,COL,C,1985-10-12,Malmo,SWE,NA
8477453,Chris Bigras,20152016,COL,D,1995-02-22,Orillia,CAN,ON
8475780,Chris Wagner,20152016,COL,R,1991-05-27,Walpole,USA,MA
8471657,Cody McLeod,20152016,COL,L,1984-06-26,Binscarth,CAN,MB
8477902,Dennis Everberg,20152016,COL,R,1991-12-31,Vasteras,SWE,NA
8475199,Eric Gelinas,20152016,COL,D,1991-05-08,Vanier,CAN,ON
8473446,Erik Johnson,20152016,COL,D,1988-03-21,Bloomington,USA,MN
8467400,Francois Beauchemin,20152016,COL,D,1980-06-04,Sorel,CAN,QC
8476455,Gabriel Landeskog,20152016,COL,L,1992-11-23,Stockholm,SWE,NA
8471681,Jack Skille,20152016,COL,R,1987-05-19,Madison,USA,WI
8462042,Jarome Iginla,20152016,COL,R,1977-07-01,Edmonton,CAN,AB
8470750,John Mitchell,20152016,COL,C,1985-01-22,Oakville,CAN,ON
8475168,Matt Duchene,20152016,COL,C,1991-01-16,Haliburton,CAN,ON
8476888,Mikhail Grigorenko,20152016,COL,C,1994-05-16,Khabarovsk,RUS,NA
8474571,Mikkel Boedker,20152016,COL,L,1989-12-16,Brondby,DNK,NA
8478420,Mikko Rantanen,20152016,COL,R,1996-10-29,Nousiainen,FIN,NA
8470317,Nate Guenin,20152016,COL,D,1982-12-10,Aliquippa,USA,PA
8477492,Nathan MacKinnon,20152016,COL,C,1995-09-01,Halifax,CAN,NS
8474207,Nick Holden,20152016,COL,D,1987-05-15,St. Albert,CAN,AB
8477507,Nikita Zadorov,20152016,COL,D,1995-04-16,Moscow,RUS,NA
8473499,Reto Berra,20152016,COL,G,1987-01-03,Bülach,CHE,NA
8477914,Roman Will,20152016,COL,G,1992-05-22,Plzen,CZE,NA
8473575,Semyon Varlamov,20152016,COL,G,1988-04-27,Samara,RUS,NA
8473574,Shawn Matthias,20152016,COL,C,1988-02-19,Mississauga,CAN,ON
8475197,Tyson Barrie,20152016,COL,D,1991-07-26,Victoria,CAN,BC
