contract_id,walk_year_position_group,walk_year_toi_per_game,walk_year_toi_total,walk_year_games,walk_year_goals,walk_year_assists,walk_year_points,walk_year_points_per_game,post_signing_seasons_observed,post_signing_avg_toi_per_game,post_signing_avg_points_per_game,contract_complete,post_signing_toi_change,post_signing_points_change,trajectory_prior_seasons_found,trajectory_toi_slope,trajectory_points_slope,trajectory,tier_toi_percentile,tier
1359,NA,NA,NA,NA,NA,NA,NA,NA,1,10.066666666666666,1,FALSE,NA,NA,2,-2.890476666665569,-0.28571428571417723,declining,NA,NA
1360,NA,NA,NA,NA,NA,NA,NA,NA,2,11.905653333333333,0.2006333830104322,TRUE,NA,NA,1,NA,NA,insufficient_history,NA,NA
1361,forward,11.377595000000001,694.0332950000001,61,4,8,12,0.19672131147540983,0,NA,NA,FALSE,NA,NA,2,1.1835224999998633,-0.39772727272722647,rising,0.3003246753246753,fringe
1362,NA,NA,NA,NA,NA,NA,NA,NA,2,10.578479166666668,0.2032967032967033,TRUE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
1363,forward,9.139101666666669,237.61664333333337,26,1,4,5,0.19230769230769232,1,11.532768333333333,0.22033898305084745,TRUE,2.3936666666666646,0.028031290743155135,1,NA,NA,insufficient_history,0.11016949152542373,fringe
1364,forward,11.532768333333333,680.4333316666666,59,4,9,13,0.22033898305084745,1,10.526534999999999,0.25,TRUE,-1.0062333333333342,0.029661016949152547,2,-2.878754999998906,-0.02197802197801355,declining,0.30017152658662094,fringe
1365,forward,10.526534999999999,800.0166599999999,76,11,8,19,0.25,3,11.987265555555556,0.28214475582896636,FALSE,1.460730555555557,0.032144755828966365,3,-0.24254416666651055,0.0030266343825693606,stable,0.2189655172413793,fringe
1366,forward,11.795236666666668,990.79988,84,13,9,22,0.2619047619047619,2,12.184104999999999,0.25365853658536586,TRUE,0.38886833333333115,-0.008246225319396061,2,1.3057549999998481,0.04984051036682037,rising,0.33766233766233766,middle
1367,forward,12.48821,1024.03322,82,7,10,17,0.2073170731707317,1,11.879999999999999,0.3,FALSE,-0.6082100000000015,0.09268292682926829,2,-1.593798333332726,-0.08020050125310232,declining,0.27616926503340755,fringe
1368,NA,NA,NA,NA,NA,NA,NA,NA,2,8.911897499999998,0.13055555555555554,TRUE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
1369,forward,8.662961666666666,77.96665499999999,9,0,1,1,0.1111111111111111,2,9.0875375,0.11136363636363636,FALSE,0.4245758333333338,2.5252525252525415e-4,NA,NA,NA,insufficient_history,0.07627118644067797,fringe
1370,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,3,0.17564000000001656,-0.019191919191928808,stable,NA,NA
1371,NA,NA,NA,NA,NA,NA,NA,NA,2,16.17835,0.521181001283697,TRUE,NA,NA,2,-0.1465916666666095,-0.07727272727269793,stable,NA,NA
1372,forward,16.042885,1315.5165699999998,82,19,19,38,0.4634146341463415,2,14.713866666666668,0.33729241118351905,FALSE,-1.3290183333333303,-0.12612222296282244,1,NA,NA,insufficient_history,0.6883116883116883,top
1373,NA,NA,NA,NA,NA,NA,NA,NA,1,10.138888333333332,0,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
1374,forward,10.138888333333332,60.83333,6,0,0,0,0,2,10.608140000000002,0.15739484396200815,TRUE,0.4692516666666702,0.15739484396200815,NA,NA,NA,insufficient_history,0.19458544839255498,fringe
