contract_id,model_position_group,cap_ceiling,aav_cap_share,eligible_overpay,expected_toi,overpay_residual,overpay_residual_std,partial_delivery_flag
855,forward,88000000,0.00909090909090909,TRUE,11.947625934732145,-0.6476259347321438,-0.2694449444872908,FALSE
856,defense,75000000,0.023666666666666666,FALSE,NA,NA,NA,FALSE
857,defense,79500000,0.009748427672955974,TRUE,15.435791808804003,2.0124531911959966,0.8372816919528517,TRUE
858,defense,81500000,0.03067484662576687,TRUE,17.60365726062658,-2.122477260626578,-0.8830572356581082,TRUE
859,defense,79500000,0.009245283018867925,FALSE,NA,NA,NA,FALSE
860,defense,81500000,0.012269938650306749,FALSE,NA,NA,NA,FALSE
861,defense,83500000,0.039920155688622755,TRUE,18.561421995910884,-2.61791366257755,-1.0891836840621163,TRUE
862,defense,75000000,0.012333333333333333,FALSE,NA,NA,NA,FALSE
863,defense,81500000,0.009202453987730062,TRUE,15.379231845416358,0.24955482125031025,0.10382735056176591,FALSE
864,defense,81500000,0.03374233128834356,TRUE,17.921432319942326,-0.9455448199423273,-0.39339417687924866,TRUE
865,defense,83500000,0.038922155688622756,TRUE,18.458034515912626,-0.7067370159126263,-0.2940381257252322,TRUE
866,forward,71400000,0.012955182072829132,FALSE,NA,NA,NA,FALSE
867,forward,75000000,0.008666666666666666,TRUE,11.910682562405535,-2.1965258957388674,-0.9138651902305923,FALSE
868,forward,81500000,0.008588957055214725,TRUE,11.903915546790932,-4.503915546790931,-1.873855275703948,FALSE
869,forward,81500000,0.008588957055214725,FALSE,NA,NA,NA,FALSE
870,forward,81500000,0.009202453987730062,TRUE,11.957339354274637,-1.101279354274638,-0.45818757181220304,FALSE
871,forward,82500000,0.009242424242424243,TRUE,11.960819996277365,-1.7377641629440337,-0.7229972478018778,FALSE
872,forward,88000000,0.008948863636363637,TRUE,11.935256502033504,-0.8348398353668376,-0.34733533824464957,TRUE
873,defense,71400000,0.009220350140056023,FALSE,NA,NA,NA,FALSE
874,defense,79500000,0.008490566037735849,TRUE,15.305484048631762,-1.9463307152984264,-0.8097714180553868,FALSE
875,defense,81500000,0.014723926380368098,TRUE,15.951226952184701,-1.7345602855180324,-0.7216642737363008,TRUE
876,defense,82500000,0.015454545454545455,TRUE,16.02691519358536,-0.7700118602520263,-0.32036364174633325,FALSE
