player_id,captain_name,match_status,team,team_abbr,season,source_page,alternate_data_available
8477493,Aleksander Barkov,exact,Florida Panthers,FLA,20232024,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8477493,Aleksander Barkov,exact,Florida Panthers,FLA,20242025,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8470606,Dustin Brown,exact,Los Angeles Kings,LAK,20122013,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8470606,Dustin Brown,exact,Los Angeles Kings,LAK,20132014,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8470606,Dustin Brown,exact,Los Angeles Kings,LAK,20142015,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8470606,Dustin Brown,exact,Los Angeles Kings,LAK,20152016,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8471685,Anze Kopitar,exact,Los Angeles Kings,LAK,20162017,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8471685,Anze Kopitar,exact,Los Angeles Kings,LAK,20172018,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8471685,Anze Kopitar,exact,Los Angeles Kings,LAK,20182019,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8471685,Anze Kopitar,exact,Los Angeles Kings,LAK,20192020,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8471685,Anze Kopitar,exact,Los Angeles Kings,LAK,20202021,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8471685,Anze Kopitar,exact,Los Angeles Kings,LAK,20212022,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8471685,Anze Kopitar,exact,Los Angeles Kings,LAK,20222023,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
8471685,Anze Kopitar,exact,Los Angeles Kings,LAK,20232024,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Kings_captains,FALSE
